time(ms) energy(J) hostname
8105043 0.000000 box
8105143 1.392517 box
8105243 1.311768 box
8105343 1.284912 box
8105443 1.291992 box
8105543 1.290100 box
8105643 1.287231 box
8105743 1.291382 box
8105843 1.286560 box
8105943 1.287354 box
8106043 1.288696 box
8106143 1.297791 box
8106243 1.286926 box
8106343 1.296082 box
8106443 1.428223 box
8106543 1.432129 box
8106643 1.435303 box
8106743 1.450012 box
8106843 1.446228 box
8106943 1.445740 box
8107043 1.446594 box
8107143 1.447083 box
8107243 1.445312 box
8107343 1.443054 box
8107443 1.445984 box
8107543 1.447205 box
8107643 1.446289 box
8107743 1.446655 box
8107843 1.450439 box
8107943 1.446533 box
8108043 1.446167 box
8108143 1.445801 box
8108243 1.445984 box
8108343 1.446533 box
8108443 1.446594 box
8108543 1.446045 box
8108643 1.447144 box
8108743 1.445740 box
8108843 1.446045 box
8108943 1.445679 box
8109043 1.445862 box
8109143 1.446228 box
8109243 1.446777 box
8109343 1.446350 box
8109443 1.445740 box
8109543 1.445435 box
8109643 1.446228 box
8109743 1.445068 box
8109843 1.446960 box
8109943 1.445923 box
8110043 1.445862 box
8110143 1.444519 box
8110243 1.450378 box
8110343 1.446411 box
8110443 1.445496 box
8110543 1.445251 box
8110643 1.446350 box
8110743 1.445618 box
8110843 1.446106 box
8110943 1.446228 box
8111043 1.447205 box
8111143 1.445740 box
8111243 1.446167 box
8111343 1.445801 box
8111443 1.445374 box
8111543 1.445984 box
8111643 1.445679 box
8111743 1.447388 box
8111843 1.446228 box
8111943 1.445740 box
8112043 1.444702 box
8112143 1.445923 box
8112243 1.446411 box
8112343 1.445557 box
8112443 1.445984 box
8112543 1.447205 box
8112643 1.445312 box
8112743 1.446350 box
8112843 1.446106 box
8112943 1.445312 box
8113043 1.446350 box
8113143 1.446960 box
8113243 1.445496 box
8113343 1.447083 box
8113443 1.445679 box
8113543 1.445618 box
8113643 1.447571 box
8113743 1.446228 box
8113843 1.444702 box
8113943 1.446655 box
8114043 1.445496 box
8114143 1.445801 box
8114243 1.446411 box
8114343 1.446411 box
8114443 1.445740 box
8114543 1.446472 box
8114643 1.446045 box
8114743 1.447998 box
8114843 1.444275 box
8114943 1.446838 box
8115043 1.447571 box
8115143 1.443359 box
8115243 1.447021 box
8115343 1.445923 box
8115443 1.446289 box
8115543 1.446472 box
8115643 1.444946 box
8115743 1.445435 box
8115843 1.447937 box
8115943 1.444824 box
8116043 1.445923 box
8116143 1.446533 box
8116243 1.445984 box
8116343 1.448914 box
8116443 1.445374 box
8116543 1.445923 box
8116643 1.445312 box
8116743 1.447021 box
8116843 1.444702 box
8116943 1.446899 box
8117043 1.446411 box
8117143 1.445801 box
8117243 1.446350 box
8117343 1.445557 box
8117443 1.445618 box
8117543 1.446716 box
8117643 1.445679 box
8117743 1.445984 box
8117843 1.446228 box
8117943 1.446228 box
8118043 1.447510 box
8118143 1.444702 box
8118243 1.446960 box
8118343 1.446655 box
8118443 1.446045 box
8118543 1.445496 box
8118643 1.445740 box
8118743 1.446289 box
8118843 1.447815 box
8118943 1.444885 box
8119043 1.446106 box
8119143 1.446777 box
8119243 1.445312 box
8119343 1.445190 box
8119443 1.445862 box
8119543 1.446899 box
8119643 1.447693 box
8119743 1.445679 box
8119843 1.445984 box
8119943 1.446777 box
8120043 1.445190 box
8120143 1.446533 box
8120243 1.446289 box
8120343 1.446960 box
8120443 1.445618 box
8120543 1.445374 box
8120643 1.447144 box
8120743 1.445068 box
8120843 1.446167 box
8120943 1.446167 box
8121043 1.445435 box
8121143 1.445251 box
8121243 1.446960 box
8121343 1.446594 box
8121443 1.445801 box
8121543 1.446045 box
8121643 1.445618 box
8121743 1.446106 box
8121843 1.446106 box
8121943 1.446960 box
8122043 1.445435 box
8122143 1.445007 box
8122243 1.447266 box
8122343 1.445251 box
8122443 1.446655 box
8122543 1.446716 box
8122643 1.446045 box
8122743 1.445618 box
8122843 1.446411 box
8122943 1.445923 box
8123043 1.446655 box
8123143 1.446289 box
8123243 1.447083 box
8123343 1.444458 box
8123443 1.448120 box
8123543 1.445068 box
8123643 1.445374 box
8123743 1.445496 box
8123843 1.446106 box
8123943 1.446899 box
8124043 1.446777 box
8124143 1.445557 box
8124243 1.445190 box
8124343 1.447937 box
8124443 1.444641 box
8124543 1.447998 box
8124643 1.445984 box
8124743 1.445801 box
8124843 1.446472 box
8124943 1.445251 box
8125043 1.447754 box
8125143 1.445068 box
8125243 1.446289 box
8125343 1.446350 box
8125443 1.445923 box
8125543 1.445496 box
8125643 1.445862 box
8125743 1.445923 box
8125843 1.443481 box
8125943 1.411133 box
8126043 1.390503 box
8126143 1.384827 box
8126243 1.382568 box
8126343 1.382019 box
8126443 1.390015 box
8126543 1.392334 box
8126643 1.388672 box
8126743 1.387878 box
8126843 1.384766 box
8126943 1.387573 box
8127043 1.385681 box
8127143 1.380493 box
8127243 1.381165 box
8127343 1.380371 box
8127443 1.377014 box
8127543 1.374512 box
8127643 1.365234 box
8127743 1.362183 box
