FUNCTION, MPI_Waitall start, 1496039405 ms, 8323329
FUNCTION, MPI_Waitall end, 1496039405 ms, 8323329
FUNCTION, MPI_Wait start, 1496039406 ms, 8323329
FUNCTION, MPI_Wait end, 1496039406 ms, 8323329
FUNCTION, MPI_Wait start, 1496039406 ms, 8323329
FUNCTION, MPI_Wait end, 1496039407 ms, 8323329
FUNCTION, MPI_Wait start, 1496039407 ms, 8323329
FUNCTION, MPI_Wait end, 1496039407 ms, 8323329
FUNCTION, MPI_Wait start, 1496039407 ms, 8323329
FUNCTION, MPI_Wait end, 1496039408 ms, 8323329
FUNCTION, MPI_Wait start, 1496039408 ms, 8323329
FUNCTION, MPI_Wait end, 1496039408 ms, 8323329
FUNCTION, MPI_Wait start, 1496039408 ms, 8323329
FUNCTION, MPI_Wait end, 1496039409 ms, 8323329
FUNCTION, MPI_Wait start, 1496039409 ms, 8323329
FUNCTION, MPI_Wait end, 1496039409 ms, 8323329
FUNCTION, MPI_Barrier start, 1496039409 ms, 8323329
FUNCTION, MPI_Barrier end, 1496039410 ms, 8323329
FUNCTION, MPI_Waitall start, 1496039709 ms, 8323329
FUNCTION, MPI_Waitall end, 1496039710 ms, 8323329
FUNCTION, MPI_Wait start, 1496039712 ms, 8323329
FUNCTION, MPI_Wait end, 1496039714 ms, 8323329
FUNCTION, MPI_Wait start, 1496039716 ms, 8323329
FUNCTION, MPI_Wait end, 1496039809 ms, 8323329
FUNCTION, MPI_Wait start, 1496039809 ms, 8323329
FUNCTION, MPI_Wait end, 1496039809 ms, 8323329
FUNCTION, MPI_Wait start, 1496039810 ms, 8323329
FUNCTION, MPI_Wait end, 1496039817 ms, 8323329
FUNCTION, MPI_Wait start, 1496039818 ms, 8323329
FUNCTION, MPI_Wait end, 1496039825 ms, 8323329
FUNCTION, MPI_Wait start, 1496039828 ms, 8323329
FUNCTION, MPI_Wait end, 1496039833 ms, 8323329
FUNCTION, MPI_Wait start, 1496039836 ms, 8323329
FUNCTION, MPI_Wait end, 1496039843 ms, 8323329
FUNCTION, MPI_Waitall start, 1496039965 ms, 8323329
FUNCTION, MPI_Waitall end, 1496039967 ms, 8323329
FUNCTION, MPI_Waitall start, 1496040088 ms, 8323329
FUNCTION, MPI_Waitall end, 1496040088 ms, 8323329
FUNCTION, MPI_Wait start, 1496040088 ms, 8323329
FUNCTION, MPI_Wait end, 1496040122 ms, 8323329
FUNCTION, MPI_Wait start, 1496040122 ms, 8323329
FUNCTION, MPI_Wait end, 1496040171 ms, 8323329
FUNCTION, MPI_Wait start, 1496040171 ms, 8323329
FUNCTION, MPI_Wait end, 1496040172 ms, 8323329
FUNCTION, MPI_Allreduce start, 1496062283 ms, 8323329
FUNCTION, MPI_Allreduce end, 1496062429 ms, 8323329
FUNCTION, MPI_Waitall start, 1496062730 ms, 8323329
FUNCTION, MPI_Waitall end, 1496062732 ms, 8323329
FUNCTION, MPI_Wait start, 1496062732 ms, 8323329
FUNCTION, MPI_Wait end, 1496062732 ms, 8323329
FUNCTION, MPI_Wait start, 1496062736 ms, 8323329
FUNCTION, MPI_Wait end, 1496062736 ms, 8323329
FUNCTION, MPI_Wait start, 1496062738 ms, 8323329
FUNCTION, MPI_Wait end, 1496062777 ms, 8323329
FUNCTION, MPI_Wait start, 1496062778 ms, 8323329
FUNCTION, MPI_Wait end, 1496062778 ms, 8323329
FUNCTION, MPI_Wait start, 1496062779 ms, 8323329
FUNCTION, MPI_Wait end, 1496062804 ms, 8323329
FUNCTION, MPI_Wait start, 1496062804 ms, 8323329
FUNCTION, MPI_Wait end, 1496062808 ms, 8323329
FUNCTION, MPI_Wait start, 1496062808 ms, 8323329
FUNCTION, MPI_Wait end, 1496062809 ms, 8323329
FUNCTION, MPI_Waitall start, 1496062938 ms, 8323329
FUNCTION, MPI_Waitall end, 1496062940 ms, 8323329
FUNCTION, MPI_Waitall start, 1496063033 ms, 8323329
FUNCTION, MPI_Waitall end, 1496063035 ms, 8323329
FUNCTION, MPI_Wait start, 1496063036 ms, 8323329
FUNCTION, MPI_Wait end, 1496063089 ms, 8323329
FUNCTION, MPI_Wait start, 1496063091 ms, 8323329
FUNCTION, MPI_Wait end, 1496063093 ms, 8323329
FUNCTION, MPI_Wait start, 1496063093 ms, 8323329
FUNCTION, MPI_Wait end, 1496063133 ms, 8323329
FUNCTION, MPI_Allreduce start, 1496084450 ms, 8323329
FUNCTION, MPI_Allreduce end, 1496086184 ms, 8323329
FUNCTION, MPI_Waitall start, 1496086532 ms, 8323329
FUNCTION, MPI_Waitall end, 1496086532 ms, 8323329
FUNCTION, MPI_Wait start, 1496086532 ms, 8323329
FUNCTION, MPI_Wait end, 1496086538 ms, 8323329
FUNCTION, MPI_Wait start, 1496086538 ms, 8323329
FUNCTION, MPI_Wait end, 1496086539 ms, 8323329
FUNCTION, MPI_Wait start, 1496086539 ms, 8323329
FUNCTION, MPI_Wait end, 1496086539 ms, 8323329
FUNCTION, MPI_Wait start, 1496086540 ms, 8323329
FUNCTION, MPI_Wait end, 1496086540 ms, 8323329
FUNCTION, MPI_Wait start, 1496086540 ms, 8323329
FUNCTION, MPI_Wait end, 1496086588 ms, 8323329
FUNCTION, MPI_Wait start, 1496086590 ms, 8323329
FUNCTION, MPI_Wait end, 1496086599 ms, 8323329
FUNCTION, MPI_Wait start, 1496086600 ms, 8323329
