FUNCTION, MPI_Waitall start, 1496039399 ms, 8323329
FUNCTION, MPI_Waitall end, 1496039400 ms, 8323329
FUNCTION, MPI_Wait start, 1496039400 ms, 8323329
FUNCTION, MPI_Wait end, 1496039403 ms, 8323329
FUNCTION, MPI_Wait start, 1496039403 ms, 8323329
FUNCTION, MPI_Wait end, 1496039403 ms, 8323329
FUNCTION, MPI_Wait start, 1496039403 ms, 8323329
FUNCTION, MPI_Wait end, 1496039405 ms, 8323329
FUNCTION, MPI_Wait start, 1496039406 ms, 8323329
FUNCTION, MPI_Wait end, 1496039406 ms, 8323329
FUNCTION, MPI_Wait start, 1496039406 ms, 8323329
FUNCTION, MPI_Wait end, 1496039406 ms, 8323329
FUNCTION, MPI_Wait start, 1496039407 ms, 8323329
FUNCTION, MPI_Wait end, 1496039407 ms, 8323329
FUNCTION, MPI_Wait start, 1496039408 ms, 8323329
FUNCTION, MPI_Wait end, 1496039408 ms, 8323329
FUNCTION, MPI_Barrier start, 1496039408 ms, 8323329
FUNCTION, MPI_Barrier end, 1496039410 ms, 8323329
FUNCTION, MPI_Waitall start, 1496039826 ms, 8323329
FUNCTION, MPI_Waitall end, 1496039830 ms, 8323329
FUNCTION, MPI_Wait start, 1496039835 ms, 8323329
FUNCTION, MPI_Wait end, 1496039843 ms, 8323329
FUNCTION, MPI_Wait start, 1496039843 ms, 8323329
FUNCTION, MPI_Wait end, 1496039843 ms, 8323329
FUNCTION, MPI_Wait start, 1496039844 ms, 8323329
FUNCTION, MPI_Wait end, 1496039844 ms, 8323329
FUNCTION, MPI_Wait start, 1496039844 ms, 8323329
FUNCTION, MPI_Wait end, 1496039844 ms, 8323329
FUNCTION, MPI_Wait start, 1496039845 ms, 8323329
FUNCTION, MPI_Wait end, 1496039845 ms, 8323329
FUNCTION, MPI_Wait start, 1496039845 ms, 8323329
FUNCTION, MPI_Wait end, 1496039845 ms, 8323329
FUNCTION, MPI_Wait start, 1496039846 ms, 8323329
FUNCTION, MPI_Wait end, 1496039846 ms, 8323329
FUNCTION, MPI_Waitall start, 1496040014 ms, 8323329
FUNCTION, MPI_Waitall end, 1496040018 ms, 8323329
FUNCTION, MPI_Wait start, 1496040019 ms, 8323329
FUNCTION, MPI_Wait end, 1496040041 ms, 8323329
FUNCTION, MPI_Wait start, 1496040043 ms, 8323329
FUNCTION, MPI_Wait end, 1496040053 ms, 8323329
FUNCTION, MPI_Wait start, 1496040056 ms, 8323329
FUNCTION, MPI_Wait end, 1496040058 ms, 8323329
FUNCTION, MPI_Wait start, 1496040058 ms, 8323329
FUNCTION, MPI_Wait end, 1496040059 ms, 8323329
FUNCTION, MPI_Wait start, 1496040059 ms, 8323329
FUNCTION, MPI_Wait end, 1496040059 ms, 8323329
FUNCTION, MPI_Wait start, 1496040059 ms, 8323329
FUNCTION, MPI_Wait end, 1496040069 ms, 8323329
FUNCTION, MPI_Waitall start, 1496040176 ms, 8323329
FUNCTION, MPI_Waitall end, 1496040178 ms, 8323329
FUNCTION, MPI_Wait start, 1496040179 ms, 8323329
FUNCTION, MPI_Wait end, 1496040180 ms, 8323329
FUNCTION, MPI_Wait start, 1496040180 ms, 8323329
FUNCTION, MPI_Wait end, 1496040180 ms, 8323329
FUNCTION, MPI_Wait start, 1496040180 ms, 8323329
FUNCTION, MPI_Wait end, 1496040180 ms, 8323329
FUNCTION, MPI_Allreduce start, 1496061978 ms, 8323329
FUNCTION, MPI_Allreduce end, 1496062423 ms, 8323329
FUNCTION, MPI_Waitall start, 1496062804 ms, 8323329
FUNCTION, MPI_Waitall end, 1496062804 ms, 8323329
FUNCTION, MPI_Wait start, 1496062805 ms, 8323329
FUNCTION, MPI_Wait end, 1496062805 ms, 8323329
FUNCTION, MPI_Wait start, 1496062805 ms, 8323329
FUNCTION, MPI_Wait end, 1496062806 ms, 8323329
FUNCTION, MPI_Wait start, 1496062806 ms, 8323329
FUNCTION, MPI_Wait end, 1496062808 ms, 8323329
FUNCTION, MPI_Wait start, 1496062809 ms, 8323329
FUNCTION, MPI_Wait end, 1496062809 ms, 8323329
FUNCTION, MPI_Wait start, 1496062809 ms, 8323329
FUNCTION, MPI_Wait end, 1496062810 ms, 8323329
FUNCTION, MPI_Wait start, 1496062810 ms, 8323329
FUNCTION, MPI_Wait end, 1496062810 ms, 8323329
FUNCTION, MPI_Wait start, 1496062810 ms, 8323329
FUNCTION, MPI_Wait end, 1496062811 ms, 8323329
FUNCTION, MPI_Waitall start, 1496062979 ms, 8323329
FUNCTION, MPI_Waitall end, 1496062984 ms, 8323329
FUNCTION, MPI_Wait start, 1496062985 ms, 8323329
FUNCTION, MPI_Wait end, 1496062991 ms, 8323329
FUNCTION, MPI_Wait start, 1496062997 ms, 8323329
FUNCTION, MPI_Wait end, 1496063002 ms, 8323329
FUNCTION, MPI_Wait start, 1496063005 ms, 8323329
FUNCTION, MPI_Wait end, 1496063006 ms, 8323329
FUNCTION, MPI_Wait start, 1496063006 ms, 8323329
FUNCTION, MPI_Wait end, 1496063007 ms, 8323329
FUNCTION, MPI_Wait start, 1496063007 ms, 8323329
FUNCTION, MPI_Wait end, 1496063012 ms, 8323329
FUNCTION, MPI_Wait start, 1496063015 ms, 8323329
FUNCTION, MPI_Wait end, 1496063023 ms, 8323329
FUNCTION, MPI_Waitall start, 1496063105 ms, 8323329
FUNCTION, MPI_Waitall end, 1496063106 ms, 8323329
FUNCTION, MPI_Wait start, 1496063106 ms, 8323329
FUNCTION, MPI_Wait end, 1496063107 ms, 8323329
FUNCTION, MPI_Wait start, 1496063109 ms, 8323329
FUNCTION, MPI_Wait end, 1496063109 ms, 8323329
FUNCTION, MPI_Wait start, 1496063109 ms, 8323329
FUNCTION, MPI_Wait end, 1496063155 ms, 8323329
FUNCTION, MPI_Allreduce start, 1496086183 ms, 8323329
FUNCTION, MPI_Allreduce end, 1496086188 ms, 8323329
FUNCTION, MPI_Waitall start, 1496086588 ms, 8323329
FUNCTION, MPI_Waitall end, 1496086592 ms, 8323329
FUNCTION, MPI_Wait start, 1496086600 ms, 8323329
FUNCTION, MPI_Wait end, 1496086607 ms, 8323329
FUNCTION, MPI_Wait start, 1496086608 ms, 8323329
FUNCTION, MPI_Wait end, 1496086611 ms, 8323329
FUNCTION, MPI_Wait start, 1496086611 ms, 8323329
FUNCTION, MPI_Wait end, 1496086612 ms, 8323329
FUNCTION, MPI_Wait start, 1496086612 ms, 8323329
FUNCTION, MPI_Wait end, 1496086612 ms, 8323329
FUNCTION, MPI_Wait start, 1496086612 ms, 8323329
FUNCTION, MPI_Wait end, 1496086613 ms, 8323329
