ENERGY, 0.000000 joules, 577242681 ms, plat
ENERGY, 0.000000 joules, 577242681 ms, plat.node0
ENERGY, 3.814484 joules, 577242781 ms, plat
ENERGY, 3.814484 joules, 577242781 ms, plat.node0
ENERGY, 8.035431 joules, 577242881 ms, plat
ENERGY, 8.035431 joules, 577242881 ms, plat.node0
ENERGY, 12.791046 joules, 577242981 ms, plat
ENERGY, 12.791046 joules, 577242981 ms, plat.node0
ENERGY, 17.729309 joules, 577243081 ms, plat
ENERGY, 17.729309 joules, 577243081 ms, plat.node0
ENERGY, 23.445526 joules, 577243181 ms, plat
ENERGY, 23.445526 joules, 577243181 ms, plat.node0
ENERGY, 29.590149 joules, 577243281 ms, plat
ENERGY, 29.590149 joules, 577243281 ms, plat.node0
ENERGY, 35.672546 joules, 577243381 ms, plat
ENERGY, 35.672546 joules, 577243381 ms, plat.node0
ENERGY, 41.816650 joules, 577243481 ms, plat
ENERGY, 41.816650 joules, 577243481 ms, plat.node0
ENERGY, 47.959473 joules, 577243581 ms, plat
ENERGY, 47.959473 joules, 577243581 ms, plat.node0
ENERGY, 54.124756 joules, 577243682 ms, plat
ENERGY, 54.124756 joules, 577243682 ms, plat.node0
ENERGY, 60.332794 joules, 577243782 ms, plat
ENERGY, 60.332794 joules, 577243782 ms, plat.node0
ENERGY, 66.639069 joules, 577243882 ms, plat
ENERGY, 66.639069 joules, 577243882 ms, plat.node0
ENERGY, 72.888885 joules, 577243982 ms, plat
ENERGY, 72.888885 joules, 577243982 ms, plat.node0
ENERGY, 79.198975 joules, 577244082 ms, plat
ENERGY, 79.198975 joules, 577244082 ms, plat.node0
ENERGY, 85.511841 joules, 577244182 ms, plat
ENERGY, 85.511841 joules, 577244182 ms, plat.node0
ENERGY, 91.822937 joules, 577244282 ms, plat
ENERGY, 91.822937 joules, 577244282 ms, plat.node0
ENERGY, 98.125061 joules, 577244382 ms, plat
ENERGY, 98.125061 joules, 577244382 ms, plat.node0
ENERGY, 104.367065 joules, 577244482 ms, plat
ENERGY, 104.430450 joules, 577244482 ms, plat.node0
ENERGY, 110.673096 joules, 577244582 ms, plat
ENERGY, 110.673096 joules, 577244582 ms, plat.node0
ENERGY, 116.971619 joules, 577244682 ms, plat
ENERGY, 116.971619 joules, 577244682 ms, plat.node0
ENERGY, 123.376373 joules, 577244783 ms, plat
ENERGY, 123.376373 joules, 577244783 ms, plat.node0
ENERGY, 130.014648 joules, 577244883 ms, plat
ENERGY, 130.014648 joules, 577244883 ms, plat.node0
ENERGY, 136.945648 joules, 577244983 ms, plat
ENERGY, 136.945648 joules, 577244983 ms, plat.node0
ENERGY, 143.873718 joules, 577245083 ms, plat
ENERGY, 143.873718 joules, 577245083 ms, plat.node0
ENERGY, 150.853485 joules, 577245183 ms, plat
ENERGY, 150.853485 joules, 577245183 ms, plat.node0
ENERGY, 157.813141 joules, 577245283 ms, plat
ENERGY, 157.813141 joules, 577245283 ms, plat.node0
ENERGY, 164.655396 joules, 577245383 ms, plat
ENERGY, 164.655396 joules, 577245383 ms, plat.node0
ENERGY, 171.613953 joules, 577245484 ms, plat
ENERGY, 171.613953 joules, 577245484 ms, plat.node0
ENERGY, 178.567627 joules, 577245584 ms, plat
ENERGY, 178.567627 joules, 577245584 ms, plat.node0
ENERGY, 185.419067 joules, 577245684 ms, plat
ENERGY, 185.419067 joules, 577245684 ms, plat.node0
ENERGY, 192.309570 joules, 577245784 ms, plat
ENERGY, 192.309570 joules, 577245784 ms, plat.node0
ENERGY, 199.257568 joules, 577245884 ms, plat
ENERGY, 199.257568 joules, 577245884 ms, plat.node0
ENERGY, 206.209137 joules, 577245984 ms, plat
ENERGY, 206.209137 joules, 577245984 ms, plat.node0
ENERGY, 213.054626 joules, 577246084 ms, plat
ENERGY, 213.054626 joules, 577246084 ms, plat.node0
ENERGY, 219.966095 joules, 577246185 ms, plat
ENERGY, 219.966095 joules, 577246185 ms, plat.node0
ENERGY, 226.864929 joules, 577246285 ms, plat
ENERGY, 226.864929 joules, 577246285 ms, plat.node0
ENERGY, 233.810394 joules, 577246385 ms, plat
ENERGY, 233.810394 joules, 577246385 ms, plat.node0
ENERGY, 240.773712 joules, 577246485 ms, plat
ENERGY, 240.773712 joules, 577246485 ms, plat.node0
ENERGY, 247.594849 joules, 577246585 ms, plat
ENERGY, 247.594849 joules, 577246585 ms, plat.node0
ENERGY, 254.549377 joules, 577246685 ms, plat
ENERGY, 254.549377 joules, 577246685 ms, plat.node0
ENERGY, 261.299774 joules, 577246785 ms, plat
ENERGY, 261.299774 joules, 577246785 ms, plat.node0
ENERGY, 267.533112 joules, 577246885 ms, plat
ENERGY, 267.533112 joules, 577246885 ms, plat.node0
ENERGY, 273.824341 joules, 577246986 ms, plat
ENERGY, 273.824341 joules, 577246986 ms, plat.node0
ENERGY, 280.117920 joules, 577247086 ms, plat
ENERGY, 280.117920 joules, 577247086 ms, plat.node0
ENERGY, 286.418060 joules, 577247186 ms, plat
ENERGY, 286.418060 joules, 577247186 ms, plat.node0
ENERGY, 292.697906 joules, 577247286 ms, plat
ENERGY, 292.697906 joules, 577247286 ms, plat.node0
ENERGY, 299.135437 joules, 577247386 ms, plat
ENERGY, 299.135437 joules, 577247386 ms, plat.node0
ENERGY, 305.417084 joules, 577247486 ms, plat
ENERGY, 305.417084 joules, 577247486 ms, plat.node0
ENERGY, 311.755096 joules, 577247586 ms, plat
ENERGY, 311.755096 joules, 577247586 ms, plat.node0
ENERGY, 318.096771 joules, 577247686 ms, plat
ENERGY, 318.096771 joules, 577247686 ms, plat.node0
ENERGY, 324.435272 joules, 577247786 ms, plat
ENERGY, 324.435272 joules, 577247786 ms, plat.node0
ENERGY, 330.774841 joules, 577247886 ms, plat
ENERGY, 330.774841 joules, 577247886 ms, plat.node0
ENERGY, 337.049316 joules, 577247986 ms, plat
ENERGY, 337.049316 joules, 577247986 ms, plat.node0
ENERGY, 343.391693 joules, 577248086 ms, plat
ENERGY, 343.391693 joules, 577248086 ms, plat.node0
ENERGY, 349.734039 joules, 577248187 ms, plat
ENERGY, 349.734039 joules, 577248187 ms, plat.node0
ENERGY, 356.071503 joules, 577248287 ms, plat
ENERGY, 356.071503 joules, 577248287 ms, plat.node0
ENERGY, 362.412964 joules, 577248387 ms, plat
ENERGY, 362.412964 joules, 577248387 ms, plat.node0
ENERGY, 368.739502 joules, 577248487 ms, plat
ENERGY, 368.739502 joules, 577248487 ms, plat.node0
ENERGY, 375.003815 joules, 577248587 ms, plat
ENERGY, 375.003815 joules, 577248587 ms, plat.node0
ENERGY, 381.327393 joules, 577248687 ms, plat
ENERGY, 381.327393 joules, 577248687 ms, plat.node0
ENERGY, 387.656525 joules, 577248787 ms, plat
ENERGY, 387.656525 joules, 577248787 ms, plat.node0
ENERGY, 393.980194 joules, 577248887 ms, plat
ENERGY, 393.980194 joules, 577248887 ms, plat.node0
ENERGY, 400.303162 joules, 577248987 ms, plat
ENERGY, 400.303162 joules, 577248987 ms, plat.node0
ENERGY, 406.625092 joules, 577249087 ms, plat
ENERGY, 406.625092 joules, 577249087 ms, plat.node0
ENERGY, 412.885681 joules, 577249187 ms, plat
ENERGY, 412.885681 joules, 577249187 ms, plat.node0
ENERGY, 419.046051 joules, 577249288 ms, plat
ENERGY, 419.046051 joules, 577249288 ms, plat.node0
ENERGY, 424.887451 joules, 577249388 ms, plat
ENERGY, 424.887451 joules, 577249388 ms, plat.node0
ENERGY, 430.714203 joules, 577249488 ms, plat
ENERGY, 430.714203 joules, 577249488 ms, plat.node0
ENERGY, 436.539337 joules, 577249588 ms, plat
ENERGY, 436.539337 joules, 577249588 ms, plat.node0
ENERGY, 442.623657 joules, 577249688 ms, plat
ENERGY, 442.623657 joules, 577249688 ms, plat.node0
ENERGY, 448.766357 joules, 577249788 ms, plat
ENERGY, 448.766357 joules, 577249788 ms, plat.node0
ENERGY, 454.998688 joules, 577249888 ms, plat
ENERGY, 454.998688 joules, 577249888 ms, plat.node0
