time(ms) energy(J) hostname
74905540 0.000000 box
74905640 1.043945 box
74905740 1.045593 box
74905840 1.041809 box
74905940 1.046753 box
74906040 1.044800 box
74906140 1.039307 box
74906240 1.043640 box
74906340 1.045593 box
74906440 1.041626 box
74906540 1.044678 box
74906640 1.044739 box
74906740 1.045288 box
74906840 1.044800 box
74906940 1.041565 box
74907040 1.045959 box
74907140 1.043091 box
74907240 1.042114 box
74907340 1.044800 box
74907440 1.045654 box
74907540 1.042297 box
74907640 1.044067 box
74907740 1.044128 box
74907840 1.044739 box
74907940 1.043640 box
74908040 1.041138 box
74908140 1.043762 box
74908240 1.046326 box
74908340 1.043579 box
74908440 1.044067 box
74908540 1.044556 box
74908640 1.043152 box
74908740 1.042603 box
74908840 1.043518 box
74908940 1.045654 box
74909040 1.046143 box
74909140 1.044128 box
74909240 1.043518 box
74909340 1.044739 box
74909440 1.042480 box
74909540 1.041809 box
74909640 1.043823 box
74909740 1.044800 box
74909840 1.044434 box
74909940 1.044434 box
74910040 1.043945 box
74910140 1.044617 box
74910240 1.041260 box
74910340 1.043396 box
74910440 1.044800 box
74910540 1.044922 box
74910640 1.043762 box
74910740 1.043457 box
74910840 1.044922 box
74910940 1.041992 box
74911040 1.043274 box
74911140 1.044312 box
74911240 1.044556 box
74911340 1.044006 box
74911440 1.043823 box
74911540 1.045654 box
74911640 1.041687 box
74911740 1.043274 box
74911840 1.044434 box
74911940 1.044434 box
74912040 1.042114 box
74912140 1.042847 box
74912240 1.047974 box
74912340 1.042053 box
74912440 1.042053 box
74912540 1.045959 box
74912640 1.043762 box
74912740 1.043579 box
74912840 1.043579 box
74912940 1.042053 box
74913040 1.046875 box
74913140 1.044128 box
74913240 1.042114 box
74913340 1.045532 box
74913440 1.045715 box
74913540 1.043030 box
74913640 1.044556 box
74913740 1.040894 box
74913840 1.048157 box
74913940 1.045288 box
74914040 1.039612 box
74914140 1.044678 box
74914240 1.044983 box
74914340 1.042847 box
74914440 1.046265 box
74914540 1.043091 box
74914640 1.045898 box
74914740 1.043396 box
74914840 1.041870 box
74914940 1.043762 box
74915040 1.043640 box
74915140 1.042908 box
74915240 1.047180 box
74915340 1.041992 box
74915440 1.044312 box
74915540 1.045044 box
74915640 1.039978 box
74915740 1.043823 box
74915840 1.045044 box
74915940 1.041992 box
74916040 1.043701 box
74916140 1.046021 box
74916240 1.043884 box
74916340 1.043335 box
74916440 1.041748 box
74916540 1.045044 box
74916640 1.044434 box
74916740 1.041321 box
74916840 1.045715 box
74916940 1.046204 box
74917040 1.043640 box
74917140 1.042847 box
74917240 1.044006 box
74917340 1.043762 box
74917440 1.042908 box
74917540 1.041931 box
74917640 1.043579 box
74917740 1.046936 box
74917840 1.044373 box
74917940 1.042236 box
74918040 1.044739 box
74918140 1.042908 box
74918240 1.041504 box
74918340 1.042480 box
74918440 1.043884 box
74918540 1.045288 box
74918640 1.044189 box
74918740 1.043762 box
74918840 1.044312 box
74918940 1.044312 box
74919040 1.042847 box
74919140 1.041626 box
74919240 1.045044 box
74919340 1.045776 box
74919440 1.045288 box
74919540 1.043335 box
74919640 1.045776 box
74919740 1.043579 box
74919840 1.042847 box
74919940 1.043213 box
74920040 1.045044 box
74920140 1.045959 box
74920240 1.043701 box
74920340 1.042236 box
74920440 1.045105 box
74920540 1.043457 box
74920640 1.043762 box
74920740 1.041870 box
74920840 1.045959 box
74920940 1.045471 box
74921040 1.043640 box
74921140 1.042419 box
74921240 1.044617 box
74921340 1.044983 box
74921440 1.041687 box
74921540 1.042053 box
74921640 1.045166 box
74921740 1.045532 box
74921840 1.045288 box
74921940 1.045410 box
74922040 1.041870 box
74922140 1.044556 box
74922240 1.042786 box
74922340 1.043030 box
74922440 1.045471 box
74922540 1.043274 box
74922640 1.045410 box
74922740 1.045166 box
74922840 1.041138 box
74922940 1.045959 box
74923040 1.041931 box
74923140 1.041504 box
74923240 1.045837 box
74923340 1.042786 box
74923440 1.045593 box
74923540 1.044495 box
74923640 1.040100 box
74923740 1.046143 box
74923840 1.043152 box
74923940 1.041199 box
74924040 1.044983 box
74924140 1.042419 box
74924240 1.047241 box
74924340 1.044006 box
74924440 1.040100 box
74924540 1.044678 box
74924640 1.044495 box
74924740 1.040588 box
74924840 1.048218 box
74924940 1.042725 box
74925040 1.046692 box
74925140 1.044556 box
74925240 1.040527 box
74925340 1.044373 box
74925440 1.043152 box
74925540 1.042908 box
74925640 1.046204 box
74925740 1.042664 box
74925840 1.045837 box
74925940 1.043884 box
74926040 1.041748 box
74926140 1.043701 box
74926240 1.043823 box
74926340 1.042236 box
