FUNCTION, MPI_Waitall start, 998822050 ms, 8323329
FUNCTION, MPI_Waitall end, 998822051 ms, 8323329
FUNCTION, MPI_Wait start, 998822052 ms, 8323329
FUNCTION, MPI_Wait end, 998822052 ms, 8323329
FUNCTION, MPI_Wait start, 998822052 ms, 8323329
FUNCTION, MPI_Wait end, 998822053 ms, 8323329
FUNCTION, MPI_Wait start, 998822053 ms, 8323329
FUNCTION, MPI_Wait end, 998822053 ms, 8323329
FUNCTION, MPI_Wait start, 998822053 ms, 8323329
FUNCTION, MPI_Wait end, 998822054 ms, 8323329
FUNCTION, MPI_Wait start, 998822054 ms, 8323329
FUNCTION, MPI_Wait end, 998822054 ms, 8323329
FUNCTION, MPI_Wait start, 998822054 ms, 8323329
FUNCTION, MPI_Wait end, 998822054 ms, 8323329
FUNCTION, MPI_Wait start, 998822055 ms, 8323329
FUNCTION, MPI_Wait end, 998822055 ms, 8323329
FUNCTION, MPI_Barrier start, 998822055 ms, 8323329
FUNCTION, MPI_Barrier end, 998822056 ms, 8323329
FUNCTION, MPI_Waitall start, 998822205 ms, 8323329
FUNCTION, MPI_Waitall end, 998822206 ms, 8323329
FUNCTION, MPI_Wait start, 998822209 ms, 8323329
FUNCTION, MPI_Wait end, 998822279 ms, 8323329
FUNCTION, MPI_Wait start, 998822279 ms, 8323329
FUNCTION, MPI_Wait end, 998822286 ms, 8323329
FUNCTION, MPI_Wait start, 998822287 ms, 8323329
FUNCTION, MPI_Wait end, 998822287 ms, 8323329
FUNCTION, MPI_Wait start, 998822287 ms, 8323329
FUNCTION, MPI_Wait end, 998822290 ms, 8323329
FUNCTION, MPI_Wait start, 998822290 ms, 8323329
FUNCTION, MPI_Wait end, 998822290 ms, 8323329
FUNCTION, MPI_Wait start, 998822291 ms, 8323329
FUNCTION, MPI_Wait end, 998822291 ms, 8323329
FUNCTION, MPI_Wait start, 998822291 ms, 8323329
FUNCTION, MPI_Wait end, 998822291 ms, 8323329
FUNCTION, MPI_Waitall start, 998822343 ms, 8323329
FUNCTION, MPI_Waitall end, 998822345 ms, 8323329
FUNCTION, MPI_Waitall start, 998822402 ms, 8323329
FUNCTION, MPI_Waitall end, 998822408 ms, 8323329
FUNCTION, MPI_Wait start, 998822409 ms, 8323329
FUNCTION, MPI_Wait end, 998822444 ms, 8323329
FUNCTION, MPI_Wait start, 998822444 ms, 8323329
FUNCTION, MPI_Wait end, 998822448 ms, 8323329
FUNCTION, MPI_Wait start, 998822448 ms, 8323329
FUNCTION, MPI_Wait end, 998822448 ms, 8323329
FUNCTION, MPI_Allreduce start, 998833544 ms, 8323329
FUNCTION, MPI_Allreduce end, 998834093 ms, 8323329
FUNCTION, MPI_Waitall start, 998834307 ms, 8323329
FUNCTION, MPI_Waitall end, 998834307 ms, 8323329
FUNCTION, MPI_Wait start, 998834308 ms, 8323329
FUNCTION, MPI_Wait end, 998834308 ms, 8323329
FUNCTION, MPI_Wait start, 998834308 ms, 8323329
FUNCTION, MPI_Wait end, 998834308 ms, 8323329
FUNCTION, MPI_Wait start, 998834308 ms, 8323329
FUNCTION, MPI_Wait end, 998834314 ms, 8323329
FUNCTION, MPI_Wait start, 998834314 ms, 8323329
FUNCTION, MPI_Wait end, 998834315 ms, 8323329
FUNCTION, MPI_Wait start, 998834317 ms, 8323329
FUNCTION, MPI_Wait end, 998834319 ms, 8323329
FUNCTION, MPI_Wait start, 998834319 ms, 8323329
FUNCTION, MPI_Wait end, 998834319 ms, 8323329
FUNCTION, MPI_Wait start, 998834319 ms, 8323329
FUNCTION, MPI_Wait end, 998834319 ms, 8323329
FUNCTION, MPI_Waitall start, 998834411 ms, 8323329
FUNCTION, MPI_Waitall end, 998834411 ms, 8323329
FUNCTION, MPI_Waitall start, 998834471 ms, 8323329
FUNCTION, MPI_Waitall end, 998834471 ms, 8323329
FUNCTION, MPI_Wait start, 998834471 ms, 8323329
FUNCTION, MPI_Wait end, 998834486 ms, 8323329
FUNCTION, MPI_Wait start, 998834486 ms, 8323329
FUNCTION, MPI_Wait end, 998834487 ms, 8323329
FUNCTION, MPI_Wait start, 998834489 ms, 8323329
FUNCTION, MPI_Wait end, 998834490 ms, 8323329
FUNCTION, MPI_Allreduce start, 998845875 ms, 8323329
FUNCTION, MPI_Allreduce end, 998846458 ms, 8323329
FUNCTION, MPI_Waitall start, 998846629 ms, 8323329
FUNCTION, MPI_Waitall end, 998846629 ms, 8323329
FUNCTION, MPI_Wait start, 998846629 ms, 8323329
FUNCTION, MPI_Wait end, 998846629 ms, 8323329
FUNCTION, MPI_Wait start, 998846630 ms, 8323329
FUNCTION, MPI_Wait end, 998846630 ms, 8323329
FUNCTION, MPI_Wait start, 998846630 ms, 8323329
FUNCTION, MPI_Wait end, 998846661 ms, 8323329
FUNCTION, MPI_Wait start, 998846663 ms, 8323329
FUNCTION, MPI_Wait end, 998846663 ms, 8323329
FUNCTION, MPI_Wait start, 998846663 ms, 8323329
FUNCTION, MPI_Wait end, 998846663 ms, 8323329
FUNCTION, MPI_Wait start, 998846663 ms, 8323329
FUNCTION, MPI_Wait end, 998846664 ms, 8323329
FUNCTION, MPI_Wait start, 998846666 ms, 8323329
FUNCTION, MPI_Wait end, 998846666 ms, 8323329
FUNCTION, MPI_Waitall start, 998846731 ms, 8323329
FUNCTION, MPI_Waitall end, 998846731 ms, 8323329
FUNCTION, MPI_Waitall start, 998846787 ms, 8323329
FUNCTION, MPI_Waitall end, 998846790 ms, 8323329
FUNCTION, MPI_Wait start, 998846791 ms, 8323329
FUNCTION, MPI_Wait end, 998846829 ms, 8323329
FUNCTION, MPI_Wait start, 998846829 ms, 8323329
FUNCTION, MPI_Wait end, 998846831 ms, 8323329
FUNCTION, MPI_Wait start, 998846831 ms, 8323329
FUNCTION, MPI_Wait end, 998846832 ms, 8323329
FUNCTION, MPI_Allreduce start, 998857696 ms, 8323329
FUNCTION, MPI_Allreduce end, 998858802 ms, 8323329
FUNCTION, MPI_Waitall start, 998858968 ms, 8323329
FUNCTION, MPI_Waitall end, 998858968 ms, 8323329
FUNCTION, MPI_Wait start, 998858969 ms, 8323329
FUNCTION, MPI_Wait end, 998859021 ms, 8323329
FUNCTION, MPI_Wait start, 998859021 ms, 8323329
FUNCTION, MPI_Wait end, 998859023 ms, 8323329
FUNCTION, MPI_Wait start, 998859025 ms, 8323329
FUNCTION, MPI_Wait end, 998859025 ms, 8323329
FUNCTION, MPI_Wait start, 998859026 ms, 8323329
FUNCTION, MPI_Wait end, 998859026 ms, 8323329
FUNCTION, MPI_Wait start, 998859028 ms, 8323329
FUNCTION, MPI_Wait end, 998859028 ms, 8323329
FUNCTION, MPI_Wait start, 998859028 ms, 8323329
FUNCTION, MPI_Wait end, 998859028 ms, 8323329
FUNCTION, MPI_Wait start, 998859028 ms, 8323329
FUNCTION, MPI_Wait end, 998859029 ms, 8323329
FUNCTION, MPI_Waitall start, 998859080 ms, 8323329
FUNCTION, MPI_Waitall end, 998859080 ms, 8323329
FUNCTION, MPI_Waitall start, 998859114 ms, 8323329
FUNCTION, MPI_Waitall end, 998859114 ms, 8323329
FUNCTION, MPI_Wait start, 998859115 ms, 8323329
FUNCTION, MPI_Wait end, 998859219 ms, 8323329
FUNCTION, MPI_Wait start, 998859219 ms, 8323329
FUNCTION, MPI_Wait end, 998859219 ms, 8323329
FUNCTION, MPI_Wait start, 998859221 ms, 8323329
FUNCTION, MPI_Wait end, 998859223 ms, 8323329
FUNCTION, MPI_Allreduce start, 998870049 ms, 8323329
FUNCTION, MPI_Allreduce end, 998871259 ms, 8323329
FUNCTION, MPI_Waitall start, 998871447 ms, 8323329
FUNCTION, MPI_Waitall end, 998871447 ms, 8323329
FUNCTION, MPI_Wait start, 998871447 ms, 8323329
FUNCTION, MPI_Wait end, 998871447 ms, 8323329
FUNCTION, MPI_Wait start, 998871448 ms, 8323329
FUNCTION, MPI_Wait end, 998871448 ms, 8323329
FUNCTION, MPI_Wait start, 998871448 ms, 8323329
FUNCTION, MPI_Wait end, 998871468 ms, 8323329
FUNCTION, MPI_Wait start, 998871468 ms, 8323329
FUNCTION, MPI_Wait end, 998871469 ms, 8323329
FUNCTION, MPI_Wait start, 998871469 ms, 8323329
FUNCTION, MPI_Wait end, 998871469 ms, 8323329
FUNCTION, MPI_Wait start, 998871469 ms, 8323329
FUNCTION, MPI_Wait end, 998871471 ms, 8323329
FUNCTION, MPI_Wait start, 998871472 ms, 8323329
FUNCTION, MPI_Wait end, 998871472 ms, 8323329
FUNCTION, MPI_Waitall start, 998871557 ms, 8323329
FUNCTION, MPI_Waitall end, 998871558 ms, 8323329
FUNCTION, MPI_Waitall start, 998871598 ms, 8323329
FUNCTION, MPI_Waitall end, 998871599 ms, 8323329
FUNCTION, MPI_Wait start, 998871599 ms, 8323329
FUNCTION, MPI_Wait end, 998871645 ms, 8323329
FUNCTION, MPI_Wait start, 998871647 ms, 8323329
FUNCTION, MPI_Wait end, 998871647 ms, 8323329
FUNCTION, MPI_Wait start, 998871651 ms, 8323329
FUNCTION, MPI_Wait end, 998871651 ms, 8323329
FUNCTION, MPI_Reduce start, 998882128 ms, 8323329
FUNCTION, MPI_Reduce end, 998882128 ms, 8323329
