time(ms) energy(J) hostname
68391494 0.000000 box
68391594 1.033997 box
68391694 1.043518 box
68391794 1.049194 box
68391894 1.043213 box
68391994 1.040405 box
68392094 1.044922 box
68392194 1.044861 box
68392294 1.040222 box
68392394 1.047241 box
68392494 1.042480 box
68392594 1.046509 box
68392694 1.044373 box
68392794 1.041809 box
68392894 1.043518 box
68392994 1.043762 box
68393094 1.043213 box
68393194 1.043640 box
68393294 1.047852 box
68393394 1.042847 box
68393494 1.042542 box
68393594 1.045898 box
68393694 1.043213 box
68393794 1.042114 box
68393894 1.042603 box
68393994 1.042725 box
68394094 1.047607 box
68394194 1.041870 box
68394294 1.043274 box
68394394 1.044128 box
68394494 1.042908 box
68394594 1.041504 box
68394694 1.047119 box
68394794 1.042786 box
68394894 1.047302 box
68394994 1.044067 box
68395094 1.039612 box
68395194 1.043518 box
68395294 1.045898 box
68395394 1.041748 box
68395494 1.043579 box
68395594 1.047119 box
68395694 1.042664 box
68395794 1.042542 box
68395894 1.045410 box
68395994 1.042236 box
68396094 1.043701 box
68396194 1.041443 box
68396294 1.044922 box
68396394 1.046143 box
68396494 1.043518 box
68396594 1.044800 box
68396694 1.043701 box
68396794 1.042725 box
68396894 1.041870 box
68396994 1.046265 box
68397094 1.042419 box
68397194 1.046082 box
68397294 1.045288 box
68397394 1.039307 box
68397494 1.045898 box
68397594 1.045288 box
68397694 1.042542 box
68397794 1.044861 box
68397894 1.046143 box
68397994 1.043518 box
68398094 1.043945 box
68398194 1.043457 box
68398294 1.043640 box
68398394 1.042908 box
68398494 1.042297 box
68398594 1.044922 box
68398694 1.046143 box
68398794 1.043274 box
68398894 1.043701 box
68398994 1.044800 box
68399094 1.042053 box
68399194 1.043884 box
68399294 1.043762 box
68399394 1.041382 box
68399494 1.046936 box
68399594 1.044250 box
68399694 1.041748 box
68399794 1.041992 box
68399894 1.047791 box
68399994 1.043091 box
68400094 1.045166 box
68400194 1.044800 box
68400294 1.044617 box
68400394 1.045593 box
68400494 1.044495 box
68400594 1.042847 box
68400694 1.041748 box
68400794 1.044006 box
68400894 1.045166 box
68400994 1.045105 box
68401094 1.043518 box
68401194 1.045471 box
68401294 1.043152 box
68401394 1.041443 box
68401494 1.044373 box
68401594 1.042847 box
68401694 1.043457 box
68401794 1.047852 box
68401894 1.042664 box
68401994 1.041748 box
68402094 1.045837 box
68402194 1.044739 box
68402294 1.042603 box
68402394 1.045593 box
68402494 1.042297 box
68402594 1.047363 box
68402694 1.043335 box
68402794 1.041565 box
68402894 1.046021 box
68402994 1.042419 box
68403094 1.042847 box
68403194 1.046631 box
68403294 1.045715 box
68403394 1.044495 box
68403494 1.044312 box
