ENERGY, 0.000000 joules, 998275109 ms, plat
ENERGY, 0.040710 joules, 998275110 ms, plat.node0
ENERGY, 5.827301 joules, 998275210 ms, plat
ENERGY, 5.827301 joules, 998275210 ms, plat.node0
ENERGY, 12.267456 joules, 998275310 ms, plat
ENERGY, 12.267456 joules, 998275310 ms, plat.node0
ENERGY, 18.770569 joules, 998275410 ms, plat
ENERGY, 18.770569 joules, 998275410 ms, plat.node0
ENERGY, 25.276276 joules, 998275510 ms, plat
ENERGY, 25.276276 joules, 998275510 ms, plat.node0
ENERGY, 31.781952 joules, 998275610 ms, plat
ENERGY, 31.781952 joules, 998275610 ms, plat.node0
ENERGY, 38.290192 joules, 998275710 ms, plat
ENERGY, 38.290192 joules, 998275710 ms, plat.node0
ENERGY, 44.795288 joules, 998275810 ms, plat
ENERGY, 44.795288 joules, 998275810 ms, plat.node0
ENERGY, 51.241028 joules, 998275910 ms, plat
ENERGY, 51.241028 joules, 998275910 ms, plat.node0
ENERGY, 57.755280 joules, 998276010 ms, plat
ENERGY, 57.755280 joules, 998276010 ms, plat.node0
ENERGY, 64.272003 joules, 998276111 ms, plat
ENERGY, 64.272003 joules, 998276111 ms, plat.node0
ENERGY, 70.790466 joules, 998276211 ms, plat
ENERGY, 70.790466 joules, 998276211 ms, plat.node0
ENERGY, 77.206482 joules, 998276311 ms, plat
ENERGY, 77.206482 joules, 998276311 ms, plat.node0
ENERGY, 83.525848 joules, 998276411 ms, plat
ENERGY, 83.525848 joules, 998276411 ms, plat.node0
ENERGY, 90.034698 joules, 998276511 ms, plat
ENERGY, 90.034698 joules, 998276511 ms, plat.node0
ENERGY, 96.546844 joules, 998276611 ms, plat
ENERGY, 96.546844 joules, 998276611 ms, plat.node0
ENERGY, 103.092590 joules, 998276711 ms, plat
ENERGY, 103.092590 joules, 998276711 ms, plat.node0
ENERGY, 109.642273 joules, 998276811 ms, plat
ENERGY, 109.642273 joules, 998276811 ms, plat.node0
ENERGY, 116.197266 joules, 998276911 ms, plat
ENERGY, 116.197266 joules, 998276911 ms, plat.node0
ENERGY, 122.689636 joules, 998277011 ms, plat
ENERGY, 122.689636 joules, 998277011 ms, plat.node0
ENERGY, 129.211304 joules, 998277111 ms, plat
ENERGY, 129.211304 joules, 998277111 ms, plat.node0
ENERGY, 135.874756 joules, 998277212 ms, plat
ENERGY, 135.874756 joules, 998277212 ms, plat.node0
ENERGY, 142.460815 joules, 998277312 ms, plat
ENERGY, 142.460815 joules, 998277312 ms, plat.node0
ENERGY, 149.056244 joules, 998277412 ms, plat
ENERGY, 149.056244 joules, 998277412 ms, plat.node0
ENERGY, 155.663544 joules, 998277512 ms, plat
ENERGY, 155.663544 joules, 998277512 ms, plat.node0
ENERGY, 162.177063 joules, 998277612 ms, plat
ENERGY, 162.177063 joules, 998277612 ms, plat.node0
ENERGY, 168.765259 joules, 998277712 ms, plat
ENERGY, 168.765259 joules, 998277712 ms, plat.node0
ENERGY, 175.351807 joules, 998277812 ms, plat
ENERGY, 175.351807 joules, 998277812 ms, plat.node0
