time(ms) energy(J) GlobalRank
ENERGY, 5735.085114 joules, 576681792 ms, plat.node0
ENERGY, 5741.358826 joules, 576681892 ms, plat
ENERGY, 5741.358826 joules, 576681892 ms, plat.node0
ENERGY, 5747.629730 joules, 576681992 ms, plat
ENERGY, 5747.629730 joules, 576681992 ms, plat.node0
ENERGY, 5753.842316 joules, 576682092 ms, plat
ENERGY, 5753.842316 joules, 576682092 ms, plat.node0
ENERGY, 5760.117432 joules, 576682192 ms, plat
ENERGY, 5760.117432 joules, 576682192 ms, plat.node0
ENERGY, 5766.387665 joules, 576682293 ms, plat
ENERGY, 5766.387665 joules, 576682293 ms, plat.node0
ENERGY, 5772.667053 joules, 576682393 ms, plat
ENERGY, 5772.667053 joules, 576682393 ms, plat.node0
ENERGY, 5779.017548 joules, 576682493 ms, plat
ENERGY, 5779.017548 joules, 576682493 ms, plat.node0
ENERGY, 5785.293976 joules, 576682593 ms, plat
ENERGY, 5785.293976 joules, 576682593 ms, plat.node0
ENERGY, 5791.506958 joules, 576682693 ms, plat
ENERGY, 5791.506958 joules, 576682693 ms, plat.node0
ENERGY, 5797.778442 joules, 576682793 ms, plat
ENERGY, 5797.778442 joules, 576682793 ms, plat.node0
ENERGY, 5804.053070 joules, 576682893 ms, plat
ENERGY, 5804.053070 joules, 576682893 ms, plat.node0
ENERGY, 5810.321350 joules, 576682993 ms, plat
ENERGY, 5810.321350 joules, 576682993 ms, plat.node0
ENERGY, 5816.597595 joules, 576683093 ms, plat
ENERGY, 5816.597595 joules, 576683093 ms, plat.node0
ENERGY, 5822.871002 joules, 576683193 ms, plat
ENERGY, 5822.871002 joules, 576683193 ms, plat.node0
ENERGY, 5829.084045 joules, 576683293 ms, plat
ENERGY, 5829.084045 joules, 576683293 ms, plat.node0
ENERGY, 5835.360016 joules, 576683394 ms, plat
ENERGY, 5835.360016 joules, 576683394 ms, plat.node0
ENERGY, 5841.638428 joules, 576683494 ms, plat
ENERGY, 5841.638428 joules, 576683494 ms, plat.node0
ENERGY, 5847.914856 joules, 576683594 ms, plat
ENERGY, 5847.914856 joules, 576683594 ms, plat.node0
ENERGY, 5854.190735 joules, 576683694 ms, plat
ENERGY, 5854.190735 joules, 576683694 ms, plat.node0
ENERGY, 5860.462311 joules, 576683794 ms, plat
ENERGY, 5860.462311 joules, 576683794 ms, plat.node0
ENERGY, 5866.670410 joules, 576683894 ms, plat
ENERGY, 5866.670410 joules, 576683894 ms, plat.node0
ENERGY, 5872.945648 joules, 576683994 ms, plat
ENERGY, 5872.945648 joules, 576683994 ms, plat.node0
ENERGY, 5879.220276 joules, 576684094 ms, plat
ENERGY, 5879.220276 joules, 576684094 ms, plat.node0
ENERGY, 5885.360321 joules, 576684194 ms, plat
ENERGY, 5885.360321 joules, 576684194 ms, plat.node0
ENERGY, 5891.633270 joules, 576684294 ms, plat
ENERGY, 5891.633270 joules, 576684294 ms, plat.node0
ENERGY, 5897.920532 joules, 576684394 ms, plat
ENERGY, 5897.920532 joules, 576684394 ms, plat.node0
ENERGY, 5904.211090 joules, 576684495 ms, plat
ENERGY, 5904.211090 joules, 576684495 ms, plat.node0
ENERGY, 5910.489075 joules, 576684595 ms, plat
ENERGY, 5910.489075 joules, 576684595 ms, plat.node0
ENERGY, 5916.773834 joules, 576684695 ms, plat
ENERGY, 5916.773834 joules, 576684695 ms, plat.node0
ENERGY, 5923.052155 joules, 576684795 ms, plat
ENERGY, 5923.052155 joules, 576684795 ms, plat.node0
ENERGY, 5929.331909 joules, 576684895 ms, plat
ENERGY, 5929.331909 joules, 576684895 ms, plat.node0
ENERGY, 5935.553009 joules, 576684995 ms, plat
ENERGY, 5935.553009 joules, 576684995 ms, plat.node0
ENERGY, 5941.833282 joules, 576685095 ms, plat
ENERGY, 5941.833282 joules, 576685095 ms, plat.node0
ENERGY, 5948.111359 joules, 576685195 ms, plat
ENERGY, 5948.111359 joules, 576685195 ms, plat.node0
ENERGY, 5954.381317 joules, 576685295 ms, plat
ENERGY, 5954.381317 joules, 576685295 ms, plat.node0
ENERGY, 5960.663666 joules, 576685395 ms, plat
ENERGY, 5960.663666 joules, 576685395 ms, plat.node0
ENERGY, 5966.913940 joules, 576685495 ms, plat
ENERGY, 5966.913940 joules, 576685495 ms, plat.node0
ENERGY, 5973.026184 joules, 576685595 ms, plat
ENERGY, 5973.026184 joules, 576685595 ms, plat.node0
ENERGY, 5979.297363 joules, 576685696 ms, plat
ENERGY, 5979.297363 joules, 576685696 ms, plat.node0
ENERGY, 5985.566986 joules, 576685796 ms, plat
ENERGY, 5985.566986 joules, 576685796 ms, plat.node0
ENERGY, 5991.845001 joules, 576685896 ms, plat
ENERGY, 5991.845001 joules, 576685896 ms, plat.node0
ENERGY, 5998.122162 joules, 576685996 ms, plat
ENERGY, 5998.122162 joules, 576685996 ms, plat.node0
ENERGY, 6004.336121 joules, 576686096 ms, plat
ENERGY, 6004.336121 joules, 576686096 ms, plat.node0
ENERGY, 6010.615021 joules, 576686196 ms, plat
ENERGY, 6010.615021 joules, 576686196 ms, plat.node0
ENERGY, 6016.892700 joules, 576686296 ms, plat
ENERGY, 6016.892700 joules, 576686296 ms, plat.node0
ENERGY, 6023.221680 joules, 576686396 ms, plat
ENERGY, 6023.221680 joules, 576686396 ms, plat.node0
ENERGY, 6029.531982 joules, 576686496 ms, plat
ENERGY, 6029.531982 joules, 576686496 ms, plat.node0
ENERGY, 6035.810516 joules, 576686596 ms, plat
ENERGY, 6035.810516 joules, 576686596 ms, plat.node0
ENERGY, 6042.023468 joules, 576686696 ms, plat
ENERGY, 6042.023468 joules, 576686696 ms, plat.node0
ENERGY, 6048.299194 joules, 576686796 ms, plat
ENERGY, 6048.299194 joules, 576686796 ms, plat.node0
ENERGY, 6054.573975 joules, 576686897 ms, plat
ENERGY, 6054.573975 joules, 576686897 ms, plat.node0
ENERGY, 6060.852295 joules, 576686997 ms, plat
ENERGY, 6060.852295 joules, 576686997 ms, plat.node0
ENERGY, 6067.130310 joules, 576687097 ms, plat
ENERGY, 6067.130310 joules, 576687097 ms, plat.node0
ENERGY, 6073.343781 joules, 576687197 ms, plat
ENERGY, 6073.343781 joules, 576687197 ms, plat.node0
ENERGY, 6079.632019 joules, 576687297 ms, plat
ENERGY, 6079.632019 joules, 576687297 ms, plat.node0
ENERGY, 6085.905396 joules, 576687397 ms, plat
ENERGY, 6085.905396 joules, 576687397 ms, plat.node0
ENERGY, 6092.181549 joules, 576687497 ms, plat
ENERGY, 6092.181549 joules, 576687497 ms, plat.node0
ENERGY, 6098.451752 joules, 576687597 ms, plat
ENERGY, 6098.451752 joules, 576687597 ms, plat.node0
ENERGY, 6104.730255 joules, 576687697 ms, plat
ENERGY, 6104.730255 joules, 576687697 ms, plat.node0
ENERGY, 6110.948547 joules, 576687797 ms, plat
ENERGY, 6110.948547 joules, 576687797 ms, plat.node0
ENERGY, 6117.225311 joules, 576687897 ms, plat
ENERGY, 6117.225311 joules, 576687897 ms, plat.node0
ENERGY, 6123.506104 joules, 576687998 ms, plat
ENERGY, 6123.506104 joules, 576687998 ms, plat.node0
ENERGY, 6129.778870 joules, 576688098 ms, plat
ENERGY, 6129.778870 joules, 576688098 ms, plat.node0
ENERGY, 6136.061371 joules, 576688198 ms, plat
ENERGY, 6136.061371 joules, 576688198 ms, plat.node0
ENERGY, 6142.342773 joules, 576688298 ms, plat
ENERGY, 6142.342773 joules, 576688298 ms, plat.node0
ENERGY, 6148.625854 joules, 576688398 ms, plat
ENERGY, 6148.625854 joules, 576688398 ms, plat.node0
ENERGY, 6154.918091 joules, 576688498 ms, plat
ENERGY, 6154.918091 joules, 576688498 ms, plat.node0
ENERGY, 6161.192596 joules, 576688598 ms, plat
ENERGY, 6161.192596 joules, 576688598 ms, plat.node0
ENERGY, 6167.469849 joules, 576688698 ms, plat
ENERGY, 6167.469849 joules, 576688698 ms, plat.node0
ENERGY, 6173.748413 joules, 576688798 ms, plat
ENERGY, 6173.748413 joules, 576688798 ms, plat.node0
ENERGY, 6179.956268 joules, 576688898 ms, plat
ENERGY, 6179.956268 joules, 576688898 ms, plat.node0
ENERGY, 6186.230072 joules, 576688998 ms, plat
ENERGY, 6186.230072 joules, 576688998 ms, plat.node0
ENERGY, 6192.507416 joules, 576689098 ms, plat
ENERGY, 6192.507416 joules, 576689098 ms, plat.node0
ENERGY, 6198.528107 joules, 576689198 ms, plat
ENERGY, 6198.528107 joules, 576689199 ms, plat.node0
ENERGY, 6204.767792 joules, 576689299 ms, plat
ENERGY, 6204.767792 joules, 576689299 ms, plat.node0
ENERGY, 6210.702271 joules, 576689399 ms, plat
ENERGY, 6210.702271 joules, 576689399 ms, plat.node0
ENERGY, 6216.904327 joules, 576689499 ms, plat
ENERGY, 6216.904327 joules, 576689499 ms, plat.node0
ENERGY, 6223.176880 joules, 576689599 ms, plat
ENERGY, 6223.176880 joules, 576689599 ms, plat.node0
ENERGY, 6229.456482 joules, 576689699 ms, plat
ENERGY, 6229.456482 joules, 576689699 ms, plat.node0
ENERGY, 6235.737396 joules, 576689799 ms, plat
ENERGY, 6235.737396 joules, 576689799 ms, plat.node0
ENERGY, 6242.016663 joules, 576689899 ms, plat
ENERGY, 6242.016663 joules, 576689899 ms, plat.node0
ENERGY, 6248.233826 joules, 576689999 ms, plat
ENERGY, 6248.233826 joules, 576689999 ms, plat.node0
ENERGY, 6254.513702 joules, 576690099 ms, plat
ENERGY, 6254.513702 joules, 576690099 ms, plat.node0
ENERGY, 6260.794159 joules, 576690199 ms, plat
ENERGY, 6260.794159 joules, 576690199 ms, plat.node0
ENERGY, 6267.067780 joules, 576690299 ms, plat
ENERGY, 6267.067780 joules, 576690299 ms, plat.node0
ENERGY, 6273.415985 joules, 576690399 ms, plat
ENERGY, 6273.415985 joules, 576690399 ms, plat.node0
ENERGY, 6279.707672 joules, 576690500 ms, plat
ENERGY, 6279.707672 joules, 576690500 ms, plat.node0
ENERGY, 6285.925873 joules, 576690600 ms, plat
ENERGY, 6285.925873 joules, 576690600 ms, plat.node0
ENERGY, 6292.205505 joules, 576690700 ms, plat
ENERGY, 6292.205505 joules, 576690700 ms, plat.node0
ENERGY, 6298.480865 joules, 576690800 ms, plat
ENERGY, 6298.480865 joules, 576690800 ms, plat.node0
ENERGY, 6304.758911 joules, 576690900 ms, plat
ENERGY, 6304.758911 joules, 576690900 ms, plat.node0
ENERGY, 6311.038239 joules, 576691000 ms, plat
ENERGY, 6311.038239 joules, 576691000 ms, plat.node0
ENERGY, 6317.249634 joules, 576691100 ms, plat
ENERGY, 6317.249634 joules, 576691100 ms, plat.node0
ENERGY, 6323.528412 joules, 576691200 ms, plat
ENERGY, 6323.528412 joules, 576691200 ms, plat.node0
ENERGY, 6329.809509 joules, 576691300 ms, plat
ENERGY, 6329.809509 joules, 576691300 ms, plat.node0
ENERGY, 6336.091949 joules, 576691400 ms, plat
ENERGY, 6336.091949 joules, 576691400 ms, plat.node0
ENERGY, 6342.370911 joules, 576691500 ms, plat
ENERGY, 6342.370911 joules, 576691500 ms, plat.node0
ENERGY, 6348.586243 joules, 576691600 ms, plat
ENERGY, 6348.586243 joules, 576691600 ms, plat.node0
ENERGY, 6354.868652 joules, 576691701 ms, plat
ENERGY, 6354.868652 joules, 576691701 ms, plat.node0
ENERGY, 6361.150665 joules, 576691801 ms, plat
ENERGY, 6361.150665 joules, 576691801 ms, plat.node0
ENERGY, 6367.426270 joules, 576691901 ms, plat
ENERGY, 6367.426270 joules, 576691901 ms, plat.node0
ENERGY, 6373.705200 joules, 576692001 ms, plat
ENERGY, 6373.705200 joules, 576692001 ms, plat.node0
ENERGY, 6379.979279 joules, 576692101 ms, plat
ENERGY, 6379.979279 joules, 576692101 ms, plat.node0
ENERGY, 6386.184906 joules, 576692201 ms, plat
ENERGY, 6386.184906 joules, 576692201 ms, plat.node0
ENERGY, 6392.448853 joules, 576692301 ms, plat
ENERGY, 6392.448853 joules, 576692301 ms, plat.node0
ENERGY, 6398.803192 joules, 576692401 ms, plat
ENERGY, 6398.803192 joules, 576692401 ms, plat.node0
ENERGY, 6405.028778 joules, 576692501 ms, plat
ENERGY, 6405.028778 joules, 576692501 ms, plat.node0
ENERGY, 6411.301605 joules, 576692601 ms, plat
ENERGY, 6411.301605 joules, 576692601 ms, plat.node0
ENERGY, 6417.511932 joules, 576692701 ms, plat
ENERGY, 6417.511932 joules, 576692701 ms, plat.node0
ENERGY, 6423.785065 joules, 576692801 ms, plat
ENERGY, 6423.785065 joules, 576692801 ms, plat.node0
ENERGY, 6430.060059 joules, 576692902 ms, plat
ENERGY, 6430.060059 joules, 576692902 ms, plat.node0
ENERGY, 6436.338287 joules, 576693002 ms, plat
ENERGY, 6436.338287 joules, 576693002 ms, plat.node0
ENERGY, 6442.612305 joules, 576693102 ms, plat
ENERGY, 6442.612305 joules, 576693102 ms, plat.node0
ENERGY, 6448.887604 joules, 576693202 ms, plat
ENERGY, 6448.887604 joules, 576693202 ms, plat.node0
ENERGY, 6455.101227 joules, 576693302 ms, plat
ENERGY, 6455.101227 joules, 576693302 ms, plat.node0
ENERGY, 6461.376495 joules, 576693402 ms, plat
ENERGY, 6461.376495 joules, 576693402 ms, plat.node0
ENERGY, 6467.658081 joules, 576693502 ms, plat
ENERGY, 6467.658081 joules, 576693502 ms, plat.node0
ENERGY, 6473.939514 joules, 576693602 ms, plat
ENERGY, 6473.939514 joules, 576693602 ms, plat.node0
ENERGY, 6480.213348 joules, 576693702 ms, plat
ENERGY, 6480.213348 joules, 576693702 ms, plat.node0
ENERGY, 6486.421539 joules, 576693802 ms, plat
ENERGY, 6486.421539 joules, 576693802 ms, plat.node0
ENERGY, 6492.690613 joules, 576693902 ms, plat
ENERGY, 6492.690613 joules, 576693902 ms, plat.node0
ENERGY, 6498.966339 joules, 576694002 ms, plat
ENERGY, 6498.966339 joules, 576694002 ms, plat.node0
ENERGY, 6505.232666 joules, 576694103 ms, plat
ENERGY, 6505.232666 joules, 576694103 ms, plat.node0
ENERGY, 6511.505737 joules, 576694203 ms, plat
ENERGY, 6511.505737 joules, 576694203 ms, plat.node0
ENERGY, 6517.707458 joules, 576694303 ms, plat
ENERGY, 6517.770355 joules, 576694303 ms, plat.node0
ENERGY, 6524.053436 joules, 576694403 ms, plat
ENERGY, 6524.053436 joules, 576694403 ms, plat.node0
ENERGY, 6530.317780 joules, 576694503 ms, plat
ENERGY, 6530.317780 joules, 576694503 ms, plat.node0
ENERGY, 6536.583466 joules, 576694603 ms, plat
ENERGY, 6536.583466 joules, 576694603 ms, plat.node0
ENERGY, 6542.844482 joules, 576694703 ms, plat
ENERGY, 6542.844482 joules, 576694703 ms, plat.node0
ENERGY, 6549.112213 joules, 576694803 ms, plat
ENERGY, 6549.112213 joules, 576694803 ms, plat.node0
ENERGY, 6555.319672 joules, 576694903 ms, plat
ENERGY, 6555.319672 joules, 576694903 ms, plat.node0
ENERGY, 6561.520264 joules, 576695003 ms, plat
ENERGY, 6561.520264 joules, 576695003 ms, plat.node0
ENERGY, 6567.789825 joules, 576695103 ms, plat
ENERGY, 6567.789825 joules, 576695103 ms, plat.node0
ENERGY, 6574.057373 joules, 576695203 ms, plat
ENERGY, 6574.057373 joules, 576695203 ms, plat.node0
ENERGY, 6579.444702 joules, 576695304 ms, plat
ENERGY, 6579.444702 joules, 576695304 ms, plat.node0
ENERGY, 6585.059448 joules, 576695404 ms, plat
ENERGY, 6585.059448 joules, 576695404 ms, plat.node0
ENERGY, 6591.132812 joules, 576695504 ms, plat
ENERGY, 6591.132812 joules, 576695504 ms, plat.node0
ENERGY, 6597.297363 joules, 576695604 ms, plat
ENERGY, 6597.297363 joules, 576695604 ms, plat.node0
ENERGY, 6603.494293 joules, 576695704 ms, plat
ENERGY, 6603.494293 joules, 576695704 ms, plat.node0
ENERGY, 6609.690094 joules, 576695804 ms, plat
ENERGY, 6609.690094 joules, 576695804 ms, plat.node0
ENERGY, 6615.881409 joules, 576695904 ms, plat
ENERGY, 6615.881409 joules, 576695904 ms, plat.node0
ENERGY, 6622.007202 joules, 576696004 ms, plat
ENERGY, 6622.007202 joules, 576696004 ms, plat.node0
ENERGY, 6628.264435 joules, 576696104 ms, plat
ENERGY, 6628.264435 joules, 576696104 ms, plat.node0
ENERGY, 6634.519836 joules, 576696204 ms, plat
ENERGY, 6634.519836 joules, 576696204 ms, plat.node0
ENERGY, 6640.767151 joules, 576696304 ms, plat
ENERGY, 6640.767151 joules, 576696304 ms, plat.node0
ENERGY, 6647.087891 joules, 576696404 ms, plat
ENERGY, 6647.087891 joules, 576696405 ms, plat.node0
ENERGY, 6653.426483 joules, 576696505 ms, plat
ENERGY, 6653.426483 joules, 576696505 ms, plat.node0
ENERGY, 6659.690765 joules, 576696605 ms, plat
ENERGY, 6659.690765 joules, 576696605 ms, plat.node0
ENERGY, 6666.023407 joules, 576696705 ms, plat
ENERGY, 6666.023407 joules, 576696705 ms, plat.node0
ENERGY, 6672.346924 joules, 576696805 ms, plat
ENERGY, 6672.346924 joules, 576696805 ms, plat.node0
ENERGY, 6678.684174 joules, 576696905 ms, plat
ENERGY, 6678.684174 joules, 576696905 ms, plat.node0
ENERGY, 6685.014069 joules, 576697005 ms, plat
ENERGY, 6685.014069 joules, 576697005 ms, plat.node0
ENERGY, 6691.273254 joules, 576697105 ms, plat
ENERGY, 6691.273254 joules, 576697105 ms, plat.node0
ENERGY, 6697.608307 joules, 576697205 ms, plat
ENERGY, 6697.608307 joules, 576697205 ms, plat.node0
ENERGY, 6703.943054 joules, 576697305 ms, plat
ENERGY, 6703.943054 joules, 576697305 ms, plat.node0
ENERGY, 6710.285217 joules, 576697405 ms, plat
ENERGY, 6710.285217 joules, 576697405 ms, plat.node0
ENERGY, 6716.632019 joules, 576697505 ms, plat
ENERGY, 6716.632019 joules, 576697505 ms, plat.node0
ENERGY, 6722.974396 joules, 576697605 ms, plat
ENERGY, 6722.974396 joules, 576697605 ms, plat.node0
ENERGY, 6729.248016 joules, 576697706 ms, plat
ENERGY, 6729.248016 joules, 576697706 ms, plat.node0
ENERGY, 6735.591522 joules, 576697806 ms, plat
ENERGY, 6735.591522 joules, 576697806 ms, plat.node0
ENERGY, 6741.920654 joules, 576697906 ms, plat
ENERGY, 6741.920654 joules, 576697906 ms, plat.node0
ENERGY, 6748.262909 joules, 576698006 ms, plat
ENERGY, 6748.262909 joules, 576698006 ms, plat.node0
ENERGY, 6754.601685 joules, 576698106 ms, plat
ENERGY, 6754.601685 joules, 576698106 ms, plat.node0
ENERGY, 6760.936371 joules, 576698206 ms, plat
ENERGY, 6760.936371 joules, 576698206 ms, plat.node0
ENERGY, 6767.202209 joules, 576698306 ms, plat
ENERGY, 6767.202209 joules, 576698306 ms, plat.node0
ENERGY, 6773.811768 joules, 576698406 ms, plat
ENERGY, 6773.811768 joules, 576698406 ms, plat.node0
ENERGY, 6780.716644 joules, 576698506 ms, plat
ENERGY, 6780.716644 joules, 576698506 ms, plat.node0
ENERGY, 6787.617615 joules, 576698606 ms, plat
ENERGY, 6787.617615 joules, 576698606 ms, plat.node0
ENERGY, 6794.519012 joules, 576698707 ms, plat
ENERGY, 6794.519012 joules, 576698707 ms, plat.node0
ENERGY, 6801.292633 joules, 576698807 ms, plat
ENERGY, 6801.292633 joules, 576698807 ms, plat.node0
ENERGY, 6807.701782 joules, 576698907 ms, plat
ENERGY, 6807.701782 joules, 576698907 ms, plat.node0
ENERGY, 6813.973602 joules, 576699007 ms, plat
ENERGY, 6813.973602 joules, 576699007 ms, plat.node0
ENERGY, 6820.315613 joules, 576699107 ms, plat
ENERGY, 6820.315613 joules, 576699107 ms, plat.node0
ENERGY, 6826.651489 joules, 576699207 ms, plat
ENERGY, 6826.651489 joules, 576699207 ms, plat.node0
ENERGY, 6832.996918 joules, 576699307 ms, plat
ENERGY, 6832.996918 joules, 576699307 ms, plat.node0
ENERGY, 6839.333466 joules, 576699407 ms, plat
ENERGY, 6839.333466 joules, 576699407 ms, plat.node0
ENERGY, 6845.615204 joules, 576699507 ms, plat
ENERGY, 6845.615204 joules, 576699507 ms, plat.node0
ENERGY, 6851.963531 joules, 576699607 ms, plat
ENERGY, 6851.963531 joules, 576699607 ms, plat.node0
ENERGY, 6858.311310 joules, 576699707 ms, plat
ENERGY, 6858.311310 joules, 576699707 ms, plat.node0
ENERGY, 6864.652649 joules, 576699807 ms, plat
ENERGY, 6864.652649 joules, 576699807 ms, plat.node0
ENERGY, 6870.993713 joules, 576699908 ms, plat
ENERGY, 6870.993713 joules, 576699908 ms, plat.node0
ENERGY, 6877.265259 joules, 576700008 ms, plat
ENERGY, 6877.265259 joules, 576700008 ms, plat.node0
ENERGY, 6883.612122 joules, 576700108 ms, plat
ENERGY, 6883.612122 joules, 576700108 ms, plat.node0
ENERGY, 6889.953918 joules, 576700208 ms, plat
ENERGY, 6889.953918 joules, 576700208 ms, plat.node0
ENERGY, 6896.299103 joules, 576700308 ms, plat
ENERGY, 6896.299103 joules, 576700308 ms, plat.node0
ENERGY, 6902.648132 joules, 576700408 ms, plat
ENERGY, 6902.648132 joules, 576700408 ms, plat.node0
ENERGY, 6908.931030 joules, 576700508 ms, plat
ENERGY, 6908.995056 joules, 576700508 ms, plat.node0
ENERGY, 6915.279724 joules, 576700608 ms, plat
ENERGY, 6915.279724 joules, 576700608 ms, plat.node0
ENERGY, 6921.605011 joules, 576700708 ms, plat
ENERGY, 6921.605011 joules, 576700708 ms, plat.node0
ENERGY, 6928.028992 joules, 576700808 ms, plat
ENERGY, 6928.028992 joules, 576700808 ms, plat.node0
ENERGY, 6934.362274 joules, 576700908 ms, plat
ENERGY, 6934.362274 joules, 576700908 ms, plat.node0
ENERGY, 6940.699585 joules, 576701008 ms, plat
ENERGY, 6940.699585 joules, 576701008 ms, plat.node0
ENERGY, 6946.979828 joules, 576701109 ms, plat
ENERGY, 6946.979828 joules, 576701109 ms, plat.node0
ENERGY, 6953.327057 joules, 576701209 ms, plat
ENERGY, 6953.327057 joules, 576701209 ms, plat.node0
ENERGY, 6959.672638 joules, 576701309 ms, plat
ENERGY, 6959.672638 joules, 576701309 ms, plat.node0
ENERGY, 6966.015747 joules, 576701409 ms, plat
ENERGY, 6966.015747 joules, 576701409 ms, plat.node0
ENERGY, 6972.350952 joules, 576701509 ms, plat
ENERGY, 6972.350952 joules, 576701509 ms, plat.node0
ENERGY, 6978.688354 joules, 576701609 ms, plat
ENERGY, 6978.688354 joules, 576701609 ms, plat.node0
ENERGY, 6984.966827 joules, 576701709 ms, plat
ENERGY, 6984.966827 joules, 576701709 ms, plat.node0
ENERGY, 6991.301605 joules, 576701809 ms, plat
ENERGY, 6991.301605 joules, 576701809 ms, plat.node0
ENERGY, 6997.643280 joules, 576701909 ms, plat
ENERGY, 6997.643280 joules, 576701909 ms, plat.node0
ENERGY, 7003.977142 joules, 576702009 ms, plat
ENERGY, 7003.977142 joules, 576702009 ms, plat.node0
ENERGY, 7010.259216 joules, 576702109 ms, plat
ENERGY, 7010.259216 joules, 576702109 ms, plat.node0
ENERGY, 7016.597504 joules, 576702209 ms, plat
ENERGY, 7016.597504 joules, 576702209 ms, plat.node0
ENERGY, 7022.943298 joules, 576702309 ms, plat
ENERGY, 7022.943298 joules, 576702309 ms, plat.node0
ENERGY, 7029.285309 joules, 576702410 ms, plat
ENERGY, 7029.285309 joules, 576702410 ms, plat.node0
ENERGY, 7035.627594 joules, 576702510 ms, plat
ENERGY, 7035.627594 joules, 576702510 ms, plat.node0
ENERGY, 7041.956390 joules, 576702610 ms, plat
ENERGY, 7041.956390 joules, 576702610 ms, plat.node0
ENERGY, 7048.291748 joules, 576702710 ms, plat
ENERGY, 7048.291748 joules, 576702710 ms, plat.node0
ENERGY, 7054.659149 joules, 576702810 ms, plat
ENERGY, 7054.659149 joules, 576702810 ms, plat.node0
ENERGY, 7060.999939 joules, 576702910 ms, plat
ENERGY, 7060.999939 joules, 576702910 ms, plat.node0
ENERGY, 7067.342194 joules, 576703010 ms, plat
ENERGY, 7067.342194 joules, 576703010 ms, plat.node0
ENERGY, 7073.684113 joules, 576703110 ms, plat
ENERGY, 7073.684113 joules, 576703110 ms, plat.node0
ENERGY, 7080.026123 joules, 576703210 ms, plat
ENERGY, 7080.026123 joules, 576703210 ms, plat.node0
ENERGY, 7086.299072 joules, 576703310 ms, plat
ENERGY, 7086.299072 joules, 576703310 ms, plat.node0
ENERGY, 7092.630646 joules, 576703410 ms, plat
ENERGY, 7092.630646 joules, 576703410 ms, plat.node0
ENERGY, 7098.957581 joules, 576703510 ms, plat
ENERGY, 7098.957581 joules, 576703510 ms, plat.node0
ENERGY, 7105.286804 joules, 576703611 ms, plat
ENERGY, 7105.286804 joules, 576703611 ms, plat.node0
ENERGY, 7111.613464 joules, 576703711 ms, plat
ENERGY, 7111.613464 joules, 576703711 ms, plat.node0
ENERGY, 7117.936157 joules, 576703811 ms, plat
ENERGY, 7117.936157 joules, 576703811 ms, plat.node0
ENERGY, 7124.200897 joules, 576703911 ms, plat
ENERGY, 7124.200897 joules, 576703911 ms, plat.node0
ENERGY, 7130.536804 joules, 576704011 ms, plat
ENERGY, 7130.536804 joules, 576704011 ms, plat.node0
ENERGY, 7136.875336 joules, 576704111 ms, plat
ENERGY, 7136.875336 joules, 576704111 ms, plat.node0
ENERGY, 7143.221008 joules, 576704211 ms, plat
ENERGY, 7143.221008 joules, 576704211 ms, plat.node0
ENERGY, 7149.550690 joules, 576704311 ms, plat
ENERGY, 7149.550690 joules, 576704311 ms, plat.node0
ENERGY, 7155.818787 joules, 576704411 ms, plat
ENERGY, 7155.818787 joules, 576704411 ms, plat.node0
ENERGY, 7162.140991 joules, 576704511 ms, plat
ENERGY, 7162.140991 joules, 576704511 ms, plat.node0
ENERGY, 7168.468018 joules, 576704611 ms, plat
ENERGY, 7168.468018 joules, 576704611 ms, plat.node0
ENERGY, 7174.881195 joules, 576704711 ms, plat
ENERGY, 7174.881195 joules, 576704711 ms, plat.node0
ENERGY, 7181.222229 joules, 576704812 ms, plat
ENERGY, 7181.222229 joules, 576704812 ms, plat.node0
ENERGY, 7187.552948 joules, 576704912 ms, plat
ENERGY, 7187.552948 joules, 576704912 ms, plat.node0
ENERGY, 7193.814453 joules, 576705012 ms, plat
ENERGY, 7193.814453 joules, 576705012 ms, plat.node0
ENERGY, 7200.153473 joules, 576705112 ms, plat
ENERGY, 7200.153473 joules, 576705112 ms, plat.node0
ENERGY, 7206.487854 joules, 576705212 ms, plat
ENERGY, 7206.487854 joules, 576705212 ms, plat.node0
ENERGY, 7212.819824 joules, 576705312 ms, plat
ENERGY, 7212.819824 joules, 576705312 ms, plat.node0
ENERGY, 7219.147125 joules, 576705412 ms, plat
ENERGY, 7219.147125 joules, 576705412 ms, plat.node0
ENERGY, 7225.418549 joules, 576705512 ms, plat
ENERGY, 7225.418549 joules, 576705512 ms, plat.node0
ENERGY, 7231.743927 joules, 576705612 ms, plat
ENERGY, 7231.743927 joules, 576705612 ms, plat.node0
ENERGY, 7238.073151 joules, 576705712 ms, plat
ENERGY, 7238.073151 joules, 576705712 ms, plat.node0
ENERGY, 7244.405426 joules, 576705812 ms, plat
ENERGY, 7244.405426 joules, 576705812 ms, plat.node0
ENERGY, 7250.743530 joules, 576705912 ms, plat
ENERGY, 7250.743530 joules, 576705912 ms, plat.node0
ENERGY, 7257.090210 joules, 576706012 ms, plat
ENERGY, 7257.090210 joules, 576706013 ms, plat.node0
ENERGY, 7263.367950 joules, 576706113 ms, plat
ENERGY, 7263.367950 joules, 576706113 ms, plat.node0
ENERGY, 7269.705292 joules, 576706213 ms, plat
ENERGY, 7269.705292 joules, 576706213 ms, plat.node0
ENERGY, 7276.052155 joules, 576706313 ms, plat
